Mecanismo de Participación Social en Guarderías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resultados de las visitas realizadas (abril-noviembre 2022),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No. ,Mes,OOAD,Localidad,Esquema,Número,Nombre,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,Puntos máximos,Puntos alcanzados,%,No. de Padres,Horas 
272,may-22,30VERACRUZ DE IGNACIO DE LA LLAVE                ,30193VERACRUZ           ,U,1603,Querubines,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,4,8
273,may-22,30VERACRUZ DE IGNACIO DE LA LLAVE                ,30108MINATITLÁN,U,632,Estancia Infantil Cheseline,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,38,97.44%,3,6
274,may-22,30VERACRUZ DE IGNACIO DE LA LLAVE                ,30039COATZACOALCOS,U,634,Guardería Infantil Puerto México,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,39,37,94.87%,5,10
275,may-22,30VERACRUZ DE IGNACIO DE LA LLAVE                ,30044CÓRDOBA,U,636,Guardería Peques,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,37,94.87%,5,10
276,may-22,30VERACRUZ DE IGNACIO DE LA LLAVE                ,30118ORIZABA     ,U,638,Guardería Chiquitines,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,6,12
277,may-22,30VERACRUZ DE IGNACIO DE LA LLAVE                ,30044CÓRDOBA,U,1203,Intituto Bilingüe Nuevo Horizonte,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,38,97.44%,7,14
278,may-22,31YUCATÁN                        ,31050MÉRIDA,U,922,Marcelo Canto Esparza,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,6,12
279,may-22,31YUCATÁN                        ,31050MÉRIDA,U,965,Asociación Educativa y Guardería Romina,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,3,6
280,may-22,31YUCATÁN                        ,31050MÉRIDA,U,744,Centro de Desarrollo Infantil Los Payasos,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,6,12
281,may-22,31YUCATÁN                        ,31101UMÁN,U,916,KN PAA'L,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,7,14
282,may-22,32ZACATECAS       ,32010FRESNILLO,U,149,Guardería Infantil de Fresnillo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,6,12
283,may-22,32ZACATECAS       ,32024LORETO ,U,152,"Guardería Infantil Montessori, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,4,8
284,may-22,32ZACATECAS       ,32056ZACATECAS,U,180,"Pro-Fundación de la Guardería Participativa Gotita de Agua, A.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,3,6
285,may-22,32ZACATECAS       ,32017GUADALUPE     ,U,205,"Guardería Infantil Chiquitines, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,6,12
286,jun-22,09CIUDAD DE MÉXICO,09016MIGUEL HIDALGO,U,625,ASERET'S,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,39,38,97.44%,4,8
287,jun-22,09CIUDAD DE MÉXICO,09015CUAUHTÉMOC,U,704,Colegio Cibeles I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,6,12
288,jun-22,09CIUDAD DE MÉXICO,09016MIGUEL HIDALGO,U,717,Guardería del Parque,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,7,14
289,jun-22,09CIUDAD DE MÉXICO,09015CUAUHTÉMOC,U,788,Villa Educativa Greenhills,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,5,10
290,jun-22,09CIUDAD DE MÉXICO,09005GUSTAVO A. MADERO,U,620,"Centro de Desarrollo Infantil Serafin, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,6,12
291,jun-22,09CIUDAD DE MÉXICO,09012TLALPAN,U,51,Centro Ecológica de Desarrollo Infantil I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,7,14
292,jun-22,09CIUDAD DE MÉXICO,09016MIGUEL HIDALGO,U,52,Mi Pequeño Mundo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,5,10
293,jun-22,09CIUDAD DE MÉXICO,09003COYOACÁN,U,1479,Centro de Desarrollo Infantil Kin Kanik,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,34,87.18%,5,10
294,jun-22,09CIUDAD DE MÉXICO,09003COYOACÁN,Y,1,Felices Hacia el Futuro,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,39,38,97.44%,4,8
295,jun-22,09CIUDAD DE MÉXICO,09006IZTACALCO,U,792,Colegio Bilingüe Richardson ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,5,10
296,jun-22,01AGUASCALIENTES,01001AGUASCALIENTES,U,4,"Comunidad Infantil Papalote, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,8,16
297,jun-22,01AGUASCALIENTES,01001AGUASCALIENTES,U,5,"Guardería Rotaria, A.C.",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,38,97.44%,6,12
298,jun-22,01AGUASCALIENTES,01005JESÚS MARÍA,U,11,"Centro de Integración Infantil Bebé Feliz, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,37,94.87%,7,14
299,jun-22,01AGUASCALIENTES,01001AGUASCALIENTES,U,17,"Centro de Desarrollo Infantil La Estrella, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,4,8
300,jun-22,01AGUASCALIENTES,01001AGUASCALIENTES,U,7,"Centro de Desarrollo Infantil Jugando, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,5,10
301,jun-22,01AGUASCALIENTES,01001AGUASCALIENTES,U,8,"JEDI, S.C.     ",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,6,12
302,jun-22,02BAJA CALIFORNIA     ,02004TIJUANA,U,677,Guardería Los Pinos,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,6,12
303,jun-22,02BAJA CALIFORNIA     ,02004TIJUANA,U,679,"Guardería Infantil Dimely, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,7,14
304,jun-22,02BAJA CALIFORNIA     ,02004TIJUANA,U,753,Mundo Mágico de Tijuana,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,5,10
305,jun-22,02BAJA CALIFORNIA     ,02002MEXICALI,U,754,Casa de los Pequeños Amigos,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,4,8
306,jun-22,02BAJA CALIFORNIA     ,02004TIJUANA,U,755,"Desarrollo Infantil Estrella Montessori, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,4,8
307,jun-22,02BAJA CALIFORNIA     ,02004TIJUANA,U,19,Mi Escuelita Montessori,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,38,97.44%,6,12
308,jun-22,02BAJA CALIFORNIA     ,02004TIJUANA,U,122,Tesoros del Saber,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,7,14
309,jun-22,02BAJA CALIFORNIA     ,02002MEXICALI,U,125,Estancia Infantil El Torito,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,5,10
310,jun-22,03BAJA CALIFORNIA SUR      ,03003LA PAZ,U,1222,Centro Infantil Mi Pequeño Mundo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,4,8
311,jun-22,04CAMPECHE                           ,04002CAMPECHE,U,78,Barquito de Papel,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,5,10
312,jun-22,04CAMPECHE                           ,04002CAMPECHE,U,1525,UPA          ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,3,6
313,jun-22,07CHIAPAS                            ,07089TAPACHULA,U,187,"Guardería Infantil La Perla del Soconusco, A.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,5,10
314,jun-22,08CHIHUAHUA                          ,08017CUAUHTÉMOC,U,396,"Estancias Infantiles el Ángel, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,39,38,97.44%,5,10
315,jun-22,08CHIHUAHUA                          ,08011CAMARGO,U,401,"Camle, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,6,12
316,jun-22,08CHIHUAHUA                          ,08019CHIHUAHUA,U,475,Mi Pequeño Tesoro Estancia Infantil,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,38,97.44%,4,8
317,jun-22,08CHIHUAHUA                          ,08037JUÁREZ,U,499,Techo Comunitario,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,6,12
318,jun-22,08CHIHUAHUA                          ,08037JUÁREZ,U,1166,Tury             ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,6,12
319,jun-22,08CHIHUAHUA                          ,08032HIDALGO DEL PARRAL,U,1290,Estancia Infantil Mi Ángel Guardían,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,5,10
320,jun-22,08CHIHUAHUA                          ,08037JUÁREZ,U,1529,Pequeño Tambor,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,6,12
321,jun-22,08CHIHUAHUA                          ,08019CHIHUAHUA,U,1620,Pequeños Genios Nuevo Chihuahua,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,6,12
322,jun-22,08CHIHUAHUA                          ,08017CUAUHTÉMOC,U,406,Estancias Infantiles Tarahumara,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,39,35,89.74%,6,12
323,jun-22,08CHIHUAHUA                          ,08045MEOQUI,U,67,Estancia Infantil Carrusel de Meoqui,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,4,8
324,jun-22,08CHIHUAHUA                          ,08021DELICIAS,U,69,Estancia Infantil Alegrijes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,4,8
325,jun-22,08CHIHUAHUA                          ,08019CHIHUAHUA,U,1227,Mundo Mágico de los Niños,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,7,14
326,jun-22,08CHIHUAHUA                          ,08037JUÁREZ,U,498,Parque Río Bravo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,6,12
327,jun-22,05COAHUILA                           ,05022NAVA,U,210,"Centro de Atención Integral del Niño, A.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,5,10
328,jun-22,05COAHUILA                           ,05035TORREÓN,U,994,Centro de Servicio Social CANACINTRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,5,10
329,jun-22,05COAHUILA                           ,05035TORREÓN,U,1206,Centro de Desarrollo Infantil Lagunero,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,5,10
330,jun-22,05COAHUILA                           ,05035TORREÓN,U,1214,Guardería Porvenir,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,6,12
331,jun-22,05COAHUILA                           ,05025PIEDRAS NEGRAS,U,1308,Guardería Infantil Acoros,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,5,10
332,jun-22,05COAHUILA                           ,05027RAMOS ARIZPE,U,1453,Estancia Infantil Abejitas Ramos Arizpe,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,6,12
333,jun-22,05COAHUILA                           ,05035TORREÓN,U,96,"Preescolar Santa Cecilia, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,38,97.44%,5,10
334,jun-22,05COAHUILA                           ,05033SAN PEDRO,U,97,"Guardería Infantil Monte Sinaí, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,5,10
335,jun-22,05COAHUILA                           ,05030SALTILLO,U,270,Guardería Chiquiven,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,7,14
336,jun-22,05COAHUILA                           ,05035TORREÓN,U,282,El Jardín de los Soles,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,5,10
337,jun-22,06COLIMA                             ,06009TECOMÁN,U,1210,Centro de Desarrollo Infantil Garden Kids,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,3,6
338,jun-22,06COLIMA                             ,06007MANZANILLO,U,1215,Jardín Encantado Manzanillo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,7,14
339,jun-22,06COLIMA                             ,06007MANZANILLO,U,1132,"Estancia Infantil La Casa del Sol, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,4,8
340,jun-22,10DURANGO                            ,10005DURANGO,U,590,Serendipity,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,7,14
341,jun-22,10DURANGO                            ,10007GÓMEZ PALACIO,U,591,Peques,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,39,38,97.44%,5,10
342,jun-22,10DURANGO                            ,10005DURANGO,U,1291,Carrousel,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,5,10
343,jun-22,15MÉXICO,15104TLALNEPANTLA DE BAZ,U,906,"Instituto North Williams, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,37,94.87%,4,8
344,jun-22,15MÉXICO,15039IXTAPALUCA,U,907,"Estancia Infantil San Buenaventura, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,7,14
345,jun-22,15MÉXICO,15025CHALCO,U,925,"Colegio Mish Nan, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,6,12
346,jun-22,15MÉXICO,15029CHICOLOAPAN,U,1158,"Institución Educativa Pininos School, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,4,8
347,jun-22,15MÉXICO,15108TULTEPEC,U,1180,"Guardería Miguel Ángel, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,5,10
348,jun-22,15MÉXICO,15099TEXCOCO,U,1327,"Centro de Integración y Convivencia Infantil del Bosque, S.C.",1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,37,94.87%,3,6
349,jun-22,15MÉXICO,15033ECATEPEC DE MORELOS,U,1328,"Centro Educativo Sacbe, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,7,14
350,jun-22,15MÉXICO,15024CUAUTITLÁN,U,1329,Guardería Cuautitlán,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,7,14
351,jun-22,15MÉXICO,15057NAUCALPAN DE JUÁREZ,U,855,"Pequeños en Acción, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,39,38,97.44%,6,12
352,jun-22,15MÉXICO,15106TOLUCA,U,1463,"Hamer & Hamer, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,8,16
353,jun-22,15MÉXICO,15054METEPEC,U,1552,Villa Educativa La Prairie,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,7,14
354,jun-22,15MÉXICO,15106TOLUCA,U,989,"Villa Infantil Cibeles, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,5,10
355,jun-22,15MÉXICO,15106TOLUCA,U,901,"Centro Pedagógico Infantil Skinner, S.C.",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,38,97.44%,4,8
356,jun-22,15MÉXICO,15057NAUCALPAN DE JUÁREZ,U,489,"Jardín de Niños la Casa de los Niños, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,3,6
357,jun-22,15MÉXICO,15057NAUCALPAN DE JUÁREZ,U,1464,"Dasheen, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,6,12
358,jun-22,15MÉXICO,15054METEPEC,U,903,"Centro de Integración y Convivencia Infantil del Bosque, S.C.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,6,12
359,jun-22,11GUANAJUATO                         ,11031SAN FRANCISCO DEL RINCÓN,U,110,Happy Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,7,14
360,jun-22,11GUANAJUATO                         ,11032SAN JOSÉ ITURBIDE,U,366,Guardian de la Inocencia,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,39,38,97.44%,5,10
361,jun-22,11GUANAJUATO                         ,11017IRAPUATO,U,1229,Garabatos,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,5,10
362,jun-22,11GUANAJUATO                         ,11020LEÓN,U,1258,Bambinata Carcamos,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,6,12
363,jun-22,11GUANAJUATO                         ,11020LEÓN,U,1261,El Patio de mi Casa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,4,8
364,jun-22,11GUANAJUATO                         ,11020LEÓN,U,1275,Arca de los Sueños,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,6,12
365,jun-22,11GUANAJUATO                         ,11020LEÓN,U,1309,Seyar        ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,3,6
366,jun-22,11GUANAJUATO                         ,11027SALAMANCA,U,1485,Instituto Laurelo de Salamanca,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,100.00%,3,6
